id,name,marketDef,quantity,typeId,categoryId,factionId,rarityId,level,active,logId,buyOrders,buyPriceMax,sellOrders,sellPriceMin,timestamp
5012,Lightweight frame 2*4,structure_5012,1,115,10,1,99,2,true,,,,,,2023-09-25 18:46:08.649
5011,Lightweight frame 1*8,structure_5011,1,115,10,2,99,8,true,,,,,,2023-09-25 18:46:08.649
5010,Lightweight frame 1*6,structure_5010,1,115,10,2,99,4,true,,,,,,2023-09-25 18:46:08.649
5009,Lightweight frame 1*4,structure_5009,1,115,10,2,99,2,true,,,,,,2023-09-25 18:46:08.649
5008,Frame 8*4,structure_5008,1,115,10,1,99,15,true,,,,,,2023-09-25 18:46:08.649
5007,Frame 6*4,structure_5007,1,115,10,1,99,4,true,,,,,,2023-09-25 18:46:08.649
5006,Frame 4*4,structure_5006,1,115,10,1,99,1,true,,,,,,2023-09-25 18:46:08.649
5005,Frame 2*6,structure_5005,1,115,10,1,99,5,true,,,,,,2023-09-25 18:46:08.649
5004,Frame 2*4,structure_5004,1,115,10,1,99,1,true,,,,,,2023-09-25 18:46:08.649
5003,Frame 1*8,structure_5003,1,115,10,1,99,9,true,,,,,,2023-09-25 18:46:08.649
5002,Frame 1*6,structure_5002,1,115,10,1,99,6,true,,,,,,2023-09-25 18:46:08.649
5001,Frame 1*4,structure_5001,1,115,10,1,99,2,true,,,,,,2023-09-25 18:46:08.649
1688,Desolation,Decal_oracle01,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1687,Athena,CarPart_Gun_Revolver_Laser_legend,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1686,Inflatable Scorpion,CarPart_FakeScorpioGun,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1685,Engraved casings x1000,Res_TokenZone1_1000,1000,25,8,1,99,0,true,,,,,,2023-09-25 18:46:08.649
1683,Ice velvet,pic_Diesel_06,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1682,Deep radiance,pic_Diesel_05,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1681,Rune of the north,pic_Diesel_04,1,10,7,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1680,Warrior's rune,pic_Diesel_03,1,10,7,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1679,Marine red,pic_Diesel_02,1,10,7,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1678,Marine grey,pic_Diesel_01,1,10,7,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1676,Embrace of death,Decal_diesel08,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1675,Lord of the seas,Decal_diesel07,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1674,Snow wanderer,Decal_diesel06,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1673,Extinct species,Decal_diesel05,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1672,Metal octopus,Decal_diesel04,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1671,Depth bomb,Decal_diesel03,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1670,"Mark ""Foe""",Decal_diesel02,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1669,"Mark ""Friend""",Decal_diesel01,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1668,Sleipnir,CarPart_Track_Diesel_01,1,29,4,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1667,Thor-6S,CarPart_PowerGiverExplosive_legend2,1,14,3,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1666,Nothung,CarPart_Gun_Machinegun_Heavy_Legend,1,18,2,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1665,Gungnir,CarPart_Gun_Machinegun_Heavy_Epic,1,18,2,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1664,Heat exchange,CarPart_Diesel_Hoses_01,1,2,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1663,Anchor,CarPart_Diesel_Anchor_01,1,2,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1662,Muninn,Cabin_Ratmaster,1,5,1,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1661,Huginn,Cabin_Diesel_Cab2,1,56,1,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1660,Gleam of the north,pic_NYear2023_02,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1659,Grey ice,pic_NYear2023_01,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1656,Rise of the machines,Decal_nyear2023_bundle_02,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1655,Great bear,Decal_nyear2023_bundle_01,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1654,Gotcha!,Decal_bentmetal_04,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1653,Truck exhaust pipe,CarPart_Exhaust_Xmas2023,1,2,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1652,Savior,Cabin_NYear2023_Cab,1,56,1,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1651,Coupons x1000,Res_Supply_1000,1000,25,8,1,99,0,true,,,,,,2023-09-25 18:46:08.649
1648,Bubble gum,pic_bentmetal_02,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1647,Confetti,pic_bentmetal_01,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1646,Protective cover,pic_Armor04,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1644,Training bus,Hangar_interactive_Target05,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1643,Scavenger Barricade,Hangar_Decor_car_pile_wall,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1642,Scavenger scrap heap,Hangar_Decor_car_pile,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1641,Parade ribbon,Decal_steel_gladiators03,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1640,Diagonal,Decal_steel_gladiators01,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1639,Black Mamba's revenge,Decal_splatter_03,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1638,Samurai's signature,Decal_splatter_02,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1637,Use the brain,Decal_splatter_01,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1636,Eagle and shield,Decal_eagle_01,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1635,76,Decal_bentmetal_05,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1634,Grips,Decal_bentmetal_03,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1633,Jokester Ronnie,Decal_bentmetal_02,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1632,Serious Reggie,Decal_bentmetal_01,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1631,Tines,CarPart_Mohawk_01,1,2,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1630,Spiked carapace,CarPart_IronShield_Hologram,1,81,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1625,Freight car,Hangar_Decor_wagon_hopper,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1624,Metal wall,Hangar_Decor_metal_fence_barbwire,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1623,Square platform 18*18*6,Hangar_Constructor_blocks_concrete_6x6x6_3x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1622,Curved beam 6*12*6,Hangar_Constructor_beamarc_6x12x6,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1621,White horse,Hangar_Break_park1,1,52,9,1,5,0,true,,,,,,2023-09-25 18:46:08.649
1620,Rusty mark 300 m,Hangar_Break_distance300,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1619,Military sign 150 m,Hangar_Break_distance150_military,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1618,Military sign 50 m,Hangar_Break_distance050_military,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1616,Lipstick,Dye_Halloween2022_standart,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1615,White dune,Dye_Halloween2022_light,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1614,Burn injury,Dye_Halloween2022_deluxe,1,10,7,1,5,0,true,,,,,,2023-09-25 18:46:08.649
1613,Eyelash,Decal_halloween15,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1612,Walking stick,Decal_halloween14,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1611,Daze,CarPart_WeaponDisabler_epic,1,27,3,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1610,Retribution fire,CarPart_Halloween_Hologram02,1,81,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1609,Tailfin,CarPart_halloween2022_light,1,68,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1608,Catalina,Cabin_Halloween2022_Cab,1,55,1,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1607,Red dragon,pic_Football17_2022,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1606,Blue dragon,pic_Football16_2022,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1604,Training van,Hangar_interactive_Target04,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1603,Training truck,Hangar_interactive_Target03,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1602,Training car,Hangar_interactive_Target02,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1601,Training minibus,Hangar_interactive_Target01,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1600,Mysterious cube,Hangar_interactive_Surprise_Box,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1599,Slanted target,Hangar_interactive_Shooting_Range_ramp,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1598,Dummy target,Hangar_interactive_Shooting_Range,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1597,Plasma ring,Hangar_interactive_PlasmaRing,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1596,Jumping pad,Hangar_interactive_JumpPad,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1595,Fire ring,Hangar_interactive_FireRing,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1594,Ferris wheel,Hangar_interactive_Ferris_Wheel,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1593,Autocatapult,Hangar_interactive_Catapult,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1592,Pulverizer,Hangar_interactive_CarCrusher,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1591,Steel Ball,Hangar_interactive_Ball,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1590,Large pin,Hangar_interactive_AmusementPark_Skittle,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1589,Open freight car,Hangar_Decor_wagon_open,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1588,Passenger car,Hangar_Decor_wagon,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1587,Watchtower,Hangar_Decor_tower_military,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1586,Park gate,Hangar_Decor_sign_park,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1585,Trailer,Hangar_Decor_semi_trailer,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1584,Buffer of bags,Hangar_Decor_sandbag_wall,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1583,Ramp of the Horsemen,Hangar_Decor_ramp_springboard,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1582,Wide ramp,Hangar_Decor_ramp_arc_turn,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1581,Steep ramp,Hangar_Decor_ramp_arc,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1580,Gentle ramp,Hangar_Decor_ramp,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1579,Radio tower,Hangar_Decor_radio_tower,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1578,Pumpjack,Hangar_Decor_pumpjack,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1577,Grey,Hangar_Decor_Pic_grey,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1576,Gasholder,Hangar_Decor_oil_tank_sphere,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1575,Tank,Hangar_Decor_oil_tank_barrel,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1574,Old Chinook,Hangar_Decor_helicopter_chinook,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1573,Diesel generator,Hangar_Decor_generator,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1572,Large fence,Hangar_Decor_fence_barbwire_base,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1571,Torn-off crane,Hangar_Decor_crane,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1570,Damaged partition,Hangar_Decor_container_wall03,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1569,Large partition,Hangar_Decor_container_wall02,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1568,Small partition,Hangar_Decor_container_wall01,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1567,Engineer's cache,Hangar_Decor_container_broken_pile,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1566,Old container,Hangar_Decor_container_broken,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1565,Engineers Container,Hangar_Decor_container,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1564,Small wall,Hangar_Decor_concrete_wall_small,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1563,Wall with slots,Hangar_Decor_concrete_wall_gap,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1562,Small broken wall,Hangar_Decor_concrete_wall_debris_small,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1561,Broken wall,Hangar_Decor_concrete_wall_debris,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1560,Concrete wall,Hangar_Decor_concrete_wall,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1559,Old RV,Hangar_Decor_camper_van,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1558,Old trailer,Hangar_Decor_camper_trailer,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1557,Military van,Hangar_Decor_bus_armoured,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1556,Gate frame,Hangar_Decor_arena_gate_small,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1555,Triangular ramp 6*24*6,Hangar_Constructor_triange_6x24x6,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1554,Concrete ring,Hangar_Constructor_ring,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1553,Ramp with a platform 6*12*3,Hangar_Constructor_ramp_block_6x12x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1552,Ramp with a platform 12*18*3,Hangar_Constructor_ramp_block_12x18x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1551,Ramp with a platform 12*12*3,Hangar_Constructor_ramp_block_12x12x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1550,Concave concrete ramp 6*6*3,Hangar_Constructor_ramp_arc_6x6x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1549,Large ramp 6*30*15,Hangar_Constructor_ramp_6x6x3_x5,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1548,Large ramp 6*18*9,Hangar_Constructor_ramp_6x6x3_x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1547,Large ramp 6*12*6,Hangar_Constructor_ramp_6x6x3_x2,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1546,Concrete ramp 6*6*3,Hangar_Constructor_ramp_6x6x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1545,Twin ramp 6*12*6,Hangar_Constructor_ramp_6x6x12,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1544,Twin ramp 6*18*3,Hangar_Constructor_ramp_6x18x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1543,Square platform 30*30*6,Hangar_Constructor_blocks_concrete_6x6x6_5x5,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1542,Square platform 12*12*6,Hangar_Constructor_blocks_concrete_6x6x6_2x2,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1541,Concrete beam 6*9*6,Hangar_Constructor_block_6x6x9,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1540,Concrete beam 6*30*6,Hangar_Constructor_block_6x6x6_1x5,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1539,Concrete beam 6*18*6,Hangar_Constructor_block_6x6x6_1x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1538,Concrete beam 6*12*6,Hangar_Constructor_block_6x6x6_1x2,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1537,Concrete block 6*6*6,Hangar_Constructor_block_6x6x6,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1536,Square platform 6*6*3,Hangar_Constructor_block_6x6x3,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1535,Slanted beam 6*12*6,Hangar_Constructor_beam_6x12x6,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1534,Half arc 6*12*9,Hangar_Constructor_archhalf_s_6x12x9,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1533,Damaged windmill,Hangar_Break_windmill_broken,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1532,Windmill,Hangar_Break_windmill,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1531,Two stacks of tyres,Hangar_Break_tyres_group,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1530,Stack of tyres,Hangar_Break_tyres,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1529,Torch with ring,Hangar_Break_torch_ring,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1528,Torch,Hangar_Break_torch,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1527,Small metal canopy,Hangar_Break_tent_small,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1526,Metal canopy,Hangar_Break_tent,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1525,Triangular road sign,Hangar_Break_sign_triangle,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1524,Stop sign,Hangar_Break_sign_stop,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1523,Scaffolding,Hangar_Break_scaffolding,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1522,Small barricade of bags,Hangar_Break_sandbags_small,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1521,Corner barricade of bags,Hangar_Break_sandbags_corner,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1520,Barricade of bags,Hangar_Break_sandbags,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1519,Small stack of pallets,Hangar_Break_pallets_small,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1518,Stack of pallets,Hangar_Break_pallets,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1517,Gas tank,Hangar_Break_gas_cylinders,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1516,Woven guard,Hangar_Break_fence_handhold,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1515,Fencing,Hangar_Break_fence_chainlink,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1514,Wire fence,Hangar_Break_fence_barbwire,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1513,Military sign 300 m,Hangar_Break_distance300_military,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1512,Military sign 200 m,Hangar_Break_distance200_military,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1511,Rusty mark 200 m,Hangar_Break_distance200,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1510,Rusty mark 150 m,Hangar_Break_distance150,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1509,Military sign 100 m,Hangar_Break_distance100_military,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1508,Rusty mark 100 m,Hangar_Break_distance100,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1507,Rusty mark 50 m,Hangar_Break_distance050,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1506,Barrel bundle,Hangar_Break_barrels_group_pallet,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1505,Barrel cluster,Hangar_Break_barrels_group,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1504,Red barrels,Hangar_Break_barrels_flame,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1503,Burning barrel,Hangar_Break_barrel,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1502,Thinner,Dye_Eraser_Decoration,1,0,0,1,1,0,true,,,,,,2023-09-25 18:46:08.649
1501,Master's seal,Decal_football15,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1500,Lucky number,Decal_football14,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1499,No grip!,Decal_football13,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1498,Chi energy flare,CarPart_Torch_Green,1,60,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1497,Damage counter,CarPart_NumericDisplayDecor,1,2,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1496,Shaolin,CarPart_CarHorn_football_simple_02,1,38,6,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1495,Sky glitch,pic_battlepass9_6,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1494,Space glitch,pic_battlepass9_5,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1493,Sand mimicry,pic_battlepass9_4,1,10,7,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1492,Forest mimicry,pic_battlepass9_3,1,10,7,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1491,Camouflage: Reinforced concrete,pic_battlepass9_2,1,10,7,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1490,Camouflage: Swimming pool,pic_battlepass9_1,1,10,7,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1488,Mandrill,Decal_battlepass9_09,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1487,Silhouette,Decal_battlepass9_08,1,52,9,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1486,Network,Decal_battlepass9_07,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1485,God of speed,Decal_battlepass9_06,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1484,Dangerous cargo,Decal_battlepass9_05,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1483,Callsign,Decal_battlepass9_04,1,52,9,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1482,Stains,Decal_battlepass9_03,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1481,Rocket fuel only,Decal_battlepass9_02,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1480,Serial number,Decal_battlepass9_01,1,52,9,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1479,Iris,CarPart_Zoom_Enhancer_preepic,1,105,3,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1478,RA-1 Heather,CarPart_Gun_Rocket_Artillery_Legend,1,104,2,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1477,Miller,CarPart_Gun_Minigun_launcher_epic,1,36,2,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1476,Tempest,CarPart_Gun_middleCombatCannon,1,3,2,1,6,0,true,,,,,,2023-09-25 18:46:08.649
1475,AM-5 Avalanche,CarPart_Gun_BigCannon_Assault_Legend,1,103,2,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1474,Omamori,CarPart_DamageAbsorber_legend,1,99,3,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1473,Long dark blue lamp,CarPart_CyberEast_Neon_6_05,1,85,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1472,Dark blue lamp,CarPart_CyberEast_Neon_4_05,1,85,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1471,Short dark blue lamp,CarPart_CyberEast_Neon_2_05,1,85,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1470,Right dokyo,CarPart_Cybereast_Mirror_01_R,1,2,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1469,Left dokyo,CarPart_Cybereast_Mirror_01_L,1,2,6,1,3,0,true,,,,,,2023-09-25 18:46:08.649
1468,Kami,Cabin_Immune,1,55,1,1,4,0,true,,,,,,2023-09-25 18:46:08.649
1465,Bluish smoke,Pic_shabby_bundle_02,1,10,7,99,4,0,true,,,,,,2023-09-25 18:46:08.649
1464,Crust,pic_Junk_02,1,10,7,99,5,0,true,,,,,,2023-09-25 18:46:08.649
1462,Pecking,Dye_bundle2022_02_standart,1,10,7,99,4,0,true,,,,,,2023-09-25 18:46:08.649
1461,Soot,Dye_bundle2022_02_deluxe,1,10,7,99,5,0,true,,,,,,2023-09-25 18:46:08.649
1460,Scavenger's mark,Decal_scav03,1,52,9,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1459,Ritual feather,Decal_arena_bundle02,1,52,9,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1458,Bird spirit,Decal_arena_bundle01,1,52,9,99,4,0,true,,,,,,2023-09-25 18:46:08.649
1457,Soaring soul,CarPart_Witch_Hologram,1,81,6,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1456,Closed circle,CarPart_Spinning_Wheel_Cover_wheel_spiner_xo,1,70,9,99,4,0,true,,,,,,2023-09-25 18:46:08.649
1455,Raven's eye,CarPart_Raiders_light_01,1,85,6,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1454,Sabbath,CarPart_MotoWheel_01_S,1,97,4,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1453,Varun,CarPart_Gun_TempoCrossbow,1,11,2,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1451,Vandal,Pic_Raider_02,1,10,7,99,5,0,true,,,,,,2023-09-25 18:46:08.649
1450,Dead marshes,pic_CamouflageSlave1_rework,1,10,7,99,5,0,true,,,,,,2023-09-25 18:46:08.649
1448,Signal orange,Dye_bundle2022_01_deluxe,1,10,7,99,3,0,true,,,,,,2023-09-25 18:46:08.649
1447,Far North,Dye_bundle2022_01,1,10,7,99,6,0,true,,,,,,2023-09-25 18:46:08.649
1446,Razor teeth,Decal_psycho05,1,52,9,99,3,0,true,,,,,,2023-09-25 18:46:08.649
